,Date,Tweets
110,2021-09-28 11:47:53+00:00,"I said it before and I'll say it again.

Sooner or later everyone falls into the $FOLD. 😏

@foldfinance #MEV #DeFi https://t.co/T19hzO23TJ"
111,2021-09-27 07:16:45+00:00,"Also could be great for small islands, narrow roads  #microelectricvehicles #MEV  @GuernseyPost @jsypost https://t.co/gLGL1u0mhB"
112,2021-09-26 21:47:06+00:00,"Highly recommended 🤓 w/ @cryptomanran

$FOLD #MEV @crypto_banter https://t.co/HGSVQa9E79"
113,2021-09-24 22:07:31+00:00,"If you still haven't checked out @foldfinance, NOW is the time.

This thing is going to go ballistic in the next few weeks.

Extremely undervalued #MEV play.

DYOR here 👇
https://t.co/yO8FNaBUi6

$FOLD $SUSHI #DeFi https://t.co/zU5AcgXpmI"
114,2021-09-24 21:26:39+00:00,"Ethereum Proof of Stake POS, MEV, Pools so many questions... #ethereum #eth #pos #pow #mev https://t.co/iXEVGeNfwv"
115,2021-09-24 21:12:46+00:00,"Going #live today - We are going to talk #eth Proof of Stake, #MEV and a few points I am actively researching to have a discussion around. Maybe I will get @hasufl @TimBeiko and others on a seperate stream sometime or join one of theirs. Live in 10min on YouTube/Twitch"
116,2021-09-24 19:41:16+00:00,"What the heck is #MEV (miner extractable value)? let's explain a simple example of it using something familiar: Shrek

When we boil it down, the main plot of Shrek is analogous to a simple smart contract transaction being exploited by self-interested miners/sequencers/validators."
117,2021-09-24 15:43:09+00:00,"The thing about #MEV is that it's treated as though it's unavoidable. It's not. 

We can agree to avoid if we work toward solving it, but that takes a collective effort."
118,2021-09-23 12:40:27+00:00,"September 29, 2021 

#OpenMEV by Manifold Finance

📢📢📢📢📢

@SushiSwap $FOLD #MEV https://t.co/AQFsWh4TuU"
119,2021-09-22 20:07:23+00:00,"For those who've missed it, we'd like to tell you that we've updated our roadmap!📢

Head over to our Discourse to find out the hard dates of #OpenMEV @SushiSwap integration, staking, a new 'non-crypto' partnership announcement &amp; more!

https://t.co/aAnlohiDhO

$FOLD #MEV #crypto https://t.co/QE9Ypx3gK7"
120,2021-09-22 15:22:34+00:00,"Sexy.

$FOLD @foldfinance #DeFi #MEV https://t.co/p9qEZPPntW https://t.co/lQ2PhQhBGA"
121,2021-09-22 08:27:36+00:00,"While digging deeper into the MEV phenomena in the context of building a regulatory friendly DeFi platform, we find that Tgrade @TgradeFinance is MEV resistant @sunnya97 @valardragon @TgradeFinance  #DeFi #frontrunning #MEV #TrustedCircle
https://t.co/l7rR6513iw"
122,2021-09-21 13:33:21+00:00,Woningmarkt kookt droog: #CPB #MEV https://t.co/0lMXPpYFjs
123,2021-09-21 13:28:48+00:00,"Cijfers tonen aan dat het goed is om in een crisis niet te bezuinigen. Overheidsfinanciën herstellen snel. Het begrotingstekort daalt van 5,4% in 2021 naar 2,3% in 2022 naar 0,9% bbp in 2025. Tegelijkertijd neemt de staatsschuld af van 57,5% in 2021 naar 53,7% bbp in 2025. #MEV"
124,2021-09-21 13:24:06+00:00,"Het structurele groeiverlies door de coronapandemie bedraagt slechts 1,5% bbp. Dit komt mede door de riante steunpakketten. #CPB #MEV"
125,2021-09-21 13:21:30+00:00,"Koopkracht groeit verwaarloosbaar, niet alleen in 2022, maar alle jaren tot aan 2025. Loonstijgingen houden inflatie net bij. #CPB #MEV"
126,2021-09-21 12:45:11+00:00,"What dip? 😏

$FOLD @foldfinance #MEV #Crypto https://t.co/2To3EHMJfl https://t.co/wvjtUxe60Y"
127,2021-09-21 08:25:07+00:00,"#Tgrade's governance framework to create #TrustedCircles, solves problems around #MEV(Miner Extractable Value).
If in the traditional markets, they are banned.

How are Trusted Circles MEV resistant NOT like all those famous DeFi projects?

Read this.
👉  https://t.co/vEY90nQdLH"
128,2021-09-21 07:20:01+00:00,"New $FOLD roadmap just came out.

It's about to be a couple of EXCITING weeks. 👌

Sushiswap integration just a few days away! 🚀🚀🚀

@foldfinance #MEV $SUSHI #DeFi https://t.co/Vfv5qe3Mlq"
129,2021-09-19 11:00:26+00:00,"El @MEV_Vic ha estrenat filtres a #Instagram!
Els dracs i dimonis del #MEV en són els 1ers protagonistes.
Els vols provar? Agafa el mòbil i 👉 https://t.co/9ikk13kipC

En col·laboració amb @misterio_studio, amb la participació de @mvictorbalaguer i el @RalliMuseo
@OsonaTurisme https://t.co/1Jbi9GYqXw"
130,2021-09-19 09:40:03+00:00,"BOOM! More big accounts opening their eyes up to @foldfinance.

Sooner or later everybody falls into the $FOLD. 😎

#MEV #Crypto #DeFi https://t.co/9FpXxQeo5I"
131,2021-09-16 14:10:41+00:00,"Today we've published an engineering update on our Discourse.

https://t.co/XVC4M3YPmY

One of the things mentioned there is that this weekend we'll have an updated roadmap for you. Stay tuned to our official channels!

$FOLD #OpenMEV #MEV https://t.co/f65bpmMpHW"
132,2021-09-15 18:15:32+00:00,"New ATH.

We taking this thing to 3 digits. 🚀

$FOLD $SUSHI #MEV https://t.co/lB9m1IQkIv"
133,2021-09-15 14:33:41+00:00,"Descripción general de la información de financiamiento de proyectos populares recientes # 15 de septiembre

@Immutable @EdenNetwork @ZenlinkPro
@SubQueryNetwork @xmargintrading
@deBridgeFinance @VeeFinance @sznsNFT
 
#Polkadot #DeFi #NFT #Avalanche #MEV https://t.co/Y6buKpGxzc"
134,2021-09-15 07:58:14+00:00,"Does total freedom destroy the network? How we ensure that validators in #crypto rule with fairness and the interest of the network, without playing by their own rules? https://t.co/Qn5OIcbmmR   #MEV #blockchain #regulation"
135,2021-09-15 06:19:35+00:00,"Overview of Recetn Popular Projects Financing Information #Sep.15 

@Immutable @EdenNetwork @ZenlinkPro @SubQueryNetwork @xmargintrading @deBridgeFinance @VeeFinance @sznsNFT 

#Polkadot #DeFi #NFT #Avalanche #MEV https://t.co/o1VS9qJUVW"
136,2021-09-15 01:23:09+00:00,"Thanks @ArweaveNews very fast update.

https://t.co/sJ60pRKC99 allows swaps between $AR and $USDT. It's real-time, no gas-fees and is immune to #MEV. 🎉🎉🎉

For developers, we published an SDK - everpay.js - to allow others to build DEXs. 🔨🔨🔨 https://t.co/BpEEllDRg3"
137,2021-09-14 20:06:33+00:00,".@openmev Top7 #mev #flashbots searchers 
1. symbolic capital 
2. Jane Street @JaneStreetGroup 
3. D.E. Shaw @DEShawGroup 
4. Blackrock @blackrock
5. CMS @cmsintern 
6. vm capital
7. jump trading @jumptrading 
#ethereum #cryptocurrecy"
138,2021-09-13 11:57:11+00:00,"Do you know that you can send MEV bundles on xDai to➡️ https://t.co/jcblvUQeWH just like you would on ETH to➡️ https://t.co/7e0MF87bsN?

More about #flashbots and #MEV on xDai can be found here👇
https://t.co/g43foWvPsJ https://t.co/0yaRPUHpgW"
139,2021-09-13 10:03:19+00:00,"MEV Projects丨 A Review of Eden Network https://t.co/6iTGCO7brn 
#MEV"
140,2021-09-12 16:09:27+00:00,"Imagine seeing this and then still not getting a bag of $FOLD.

Ngmi.

$SUSHI #MEV @foldfinance #DeFi https://t.co/7UloCjpAls"
141,2021-09-12 11:00:02+00:00,"Go watch last Friday's episode of @crypto_banter with @cryptomanran if you missed it!

https://t.co/INCPOKCTur 📺

Not only was there a valuable segment on #MEV, they also had some great words on Manifold! 

$FOLD https://t.co/YIEfdsCE13"
142,2021-09-11 13:30:50+00:00,"Just finished doing math for $FOLD staking. If my calculations are right (might not) current $SUSHI daily volume protocol should generate circa 100k + USD from #MEV returns which net us 0,15 cents daily per staked token. In my opinion, it's a no-brainer. 

https://t.co/md8AEw2A2F"
143,2021-09-11 07:15:08+00:00,"The potential here is just insane.

One at 500m mcap, the other at 20 mil mcap.

#MEV projects are a BIG deal.

Watch when $FOLD gets integrated into @SushiSwap.

$SUSHI $EDEN #DeFi #Crypto https://t.co/mEhJHzuH0V"
144,2021-09-10 20:54:06+00:00,"Nice coverage on @foldfinance today on @crypto_banter.

@cryptomanran highlighting $FOLD at the 30 minute mark. 👇

#MEV #Crypto #DeFi 

https://t.co/4YR6Wa9UPB"
145,2021-09-09 22:30:19+00:00,#MEV on $ETH is a racket! Now I have to pay $350+ for every position I have on @Bancor to get into the pool or to withdraw! How is #DeFi on $ETH feasible then?
146,2021-09-09 16:41:48+00:00,"Lol #safemoon team is falling apart!
👋👋👋👋bye bye bye 👋👋👋👋
 There #CBO was booted from the @discord fingers starting to point 👉  over all the missing money 💰? The team is in complete shambles 😳 #MEV @_AndrewForte @davidgokhshtein @WolfOnCryptStrt #Crypto #BSCGems https://t.co/Nj7NHRBD7S"
147,2021-09-09 15:53:13+00:00,"$FOLD defying the market dip. 🚀

Gotta love under the radar smallcaps at times. They just move different. 👌

@foldfinance #MEV #DeFi $SUSHI https://t.co/1pEnP5KwXj"
148,2021-09-09 03:12:47+00:00,"An incredibly detailed analysis of the $EDEN Networks claims, reach, implications, and economics, starting with a summary of the existing #MEV environment we find ourselves navigating today. Stoked it's finally out! 

Huge props to Grug and Jimmy. A lot of work went into this! https://t.co/AEcg5rzTJY"
149,2021-09-08 17:05:38+00:00,"We recently saw $EDEN pull an unbelievable run to a now FDV of $2Billlion. 🎢
 
I figured it might be a good idea to take a look at what other #MEV focused projects are out there.

That's when I bumped into @foldfinance."
150,2021-09-08 16:31:02+00:00,"Visitor visa applications submitted before September 7, 2021 #cndimm #VisitorVisa #MEV #TRV https://t.co/jBsNYO9CyF https://t.co/XkKzLZW04B"
151,2021-09-08 07:53:59+00:00,"Q: Hmm 💭 What are examples of privacy middlewares #Automata is working on?

Check out Conveyor and Witness - Conveyor is a #mev minimization solution ⚡️; Witness offers off-chain privacy governance &amp; has been supported by 14 projects in the industry this year alone 🤯

🎤✌🏻"
152,2021-09-08 04:45:57+00:00,"You thought Miner Extractable Value #MEV was the problem when its always been about the Government Extractable Value #GEV

WE SEE YOU GARY

@GaryGensler @SECGov
#FUCKTHESEC #LiquidateGary https://t.co/ogLVAAdb2B https://t.co/nKivSIJidm"
153,2021-09-08 03:32:20+00:00,This is a great breakdown of how MEV (front-running 2.0) is letting some folks cheat systems designed to be fair. #MEV breaks the democratizing intentions of DeFi &amp; NFT economies. This is just one reason why Telos EVM eliminated front-running &amp; MEV to make this fair again. https://t.co/OHmhmaQBW3
154,2021-09-07 19:22:36+00:00,"✍🏼En este encuentro compartimos nociones y características de las estrategias didácticas para los escenarios del futuro, centrándonos en las posibilidades que nos ofrece Mi Escuela Virtual (MEV). 

https://t.co/RTFx17xLLE

#HaciendoEscuelaRN #HERN #Docentes #MiEscuelaVirtual #MEV"
155,2021-09-07 08:00:07+00:00,"Veiller à la vaccination complète des enfants et adolescents, c'est éviter des maladies qui peuvent perturber leur année scolaire. Rapprochez-vous du centre de santé le plus proche. 
Mon école sans #MEV et sans #Covid-19!
#PEVCameroun #MINSANTE #≠CameroonFreeCovid19. https://t.co/5F1rmWUQct"
156,2021-09-07 05:18:31+00:00,"ETH has so many issues from #mev to mint stealing but as always, @SecretNetwork has the solutions to these numerous issues especially data protection and privacy. https://t.co/BwK0Gaxhzy"
157,2021-09-05 07:09:48+00:00,"Imagine being able to kick off your own #metaverse project by creating an independent #PBaaS chain on #Verus. Create your own currencies and identities, meet your liquidity demands by joining a #MEV - resistant blockchain economy which will be connected to Ethereum. $VRSC #Verus"
158,2021-09-02 11:15:09+00:00,"If you bought $ARCH (now $EDEN) when the market was down, price was moving between $1-$2, everything was uncertain and you still trusted your #dyor and feeling…

You deserve to make it! #ygmi #wgmi

@EdenNetwork #edennetwork $EDEN $ETH #Ethereum #eden #mev #Sushiswap $SUSHI https://t.co/sJuOrbcAAJ"
159,2021-08-27 11:47:56+00:00,"Do you know that thanks to the incredible work by the @nethermindeth team, you can now send MEV bundles on xDai to👉 https://t.co/jcblvUQeWH just like you would on ETH to https://t.co/7e0MF87bsN?

Overview of #MEV and #Flasbots🤖on xDai to learn more: https://t.co/g43foWvPsJ"
160,2021-08-26 15:19:03+00:00,"5/ #Conveyor is a MEV Minimization solution which creates a front-running-free zone by arranging transactions in a determined order. 

We've also rolled out https://t.co/uAyP5hVV0d to help users understand the very real and devastating impact of #mev - check it out 👀 https://t.co/Dl0ANUPwvp"
161,2021-08-25 12:11:40+00:00,"@Polkadot #MEV activity report 🚨
We've detected a value extraction on @KaruraNetwork happened less than 24 hours ago.
It might be the very first frontrunning activity in @kusamanetwork ecosystem.
Anatomy of the frontrun is in the thread:"
162,2021-08-24 18:52:40+00:00,"My moon bags…

$HTR @HathorNetwork 
World class L1 in development

$EDEN @EdenNetwork 
One of the best use cases of #MEV with $ETH block prioritization 

$ROWAN $EROWAN @sifchain 
Omni-dex #dex built on @cosmos $ATOM

$CNFT @communiftyorg 
$DAOFI rising from ashes #NFT #DAO"
163,2021-08-24 12:31:13+00:00,"@ethereum @compoundgrants @krakenfx @LidoFinance @synthetix_io @graphprotocol @Uniswap Massive thanks to @ethereum #DeFi for arranging it. Once again #Ethereum shows great unity in building. At @nethermindeth we will continue to focus on secure, forward looking and fair #DeFi and #MEV across the merge boundary, layers and sidechains of Ethereum."
164,2021-08-22 04:44:40+00:00,"目前，我们是保护用户免受 #MEV （被抢先交易）影响的DEX中的”抢先者”。关注交易安全，选择https://t.co/TkBPNg5NwU

(统计资料来自 -&gt; https://t.co/iWGL5pmXf2）

@_alchemistcoin @_mistX_ $mist ⚗️ #defi #crypto #NFT https://t.co/9mpgZsnXJQ"
165,2021-08-19 17:27:11+00:00,"I’m feeling that NFT drops are a bots game these days 🤔

#nft #bots #mev #mevbot #flashbot"
166,2021-08-18 20:22:41+00:00,"A refundable $200 $EDEN stake will now get nearly 50% of all your transactions higher up the block.

$200 that you don't even spend with a token that has every reason to appreciate. #MEV https://t.co/dKfhqnnPOY"
167,2021-08-18 12:45:57+00:00,"🦉Aug 13,@HuobiVentures hosted a closed-door conference on #MEV. Participants included: @ChenKelvin1224 @RalapXStartUp of Huobi Ventures, @BlockBeatsChina , @ChainNewscom , @AutomataNetwork , @ethsign and #Ethereum Community Consortium.
Brave the dark forest together.🦇 https://t.co/9R6iBHFpSN"
168,2021-08-17 21:29:46+00:00,"It was really great to get a shout out from Chico and @_alchemistcoin on the latest video from @LeaksBlockchain 
The best-yet NFT event is coming in September. 
#NFTCommunity #mev #FairLaunch #BCLeaks 

https://t.co/xFxXFlPCxL"
169,2021-08-17 19:40:54+00:00,"@TylerDurden @phantom Does it fix front-running / #MEV? Because Telos EVM is 30x faster 100x capacity 0.001 the gas price of @Ethereum and also is fully decentralized and orders txs FIFO with flat gas price, so no front-running ""DeFi Tax""! @HelloTelos https://t.co/0ONBvVb3iw"
170,2021-08-17 16:21:49+00:00,"7/ Even a simple strategy across these four pairs may be a lot of work in practice. Fortunately, @PopsicleFinance can do just that for you. We analyze the markets and make decisions when to reallocate capital. All this with #MEV protection and relatively low #fees."
171,2021-08-17 08:26:11+00:00,"Smart contract order support to protect your @gnosisSafe trades against #MEV is coming soon 💫

https://t.co/SXELN9VrDx"
172,2021-08-17 04:14:01+00:00,"کی محمد ﷺ سے وفا تُو نے تو ہم تیرے ہیں

یہ جہاں چیز ہے کیا لوح و قلم تیرے ہیں ❤️

💜💜💜💜💜💜💜💜💜💜💜💜💜
💜 @MehwishHayat                         💜
💜 #MH #Mev #MehwishHayat   💜 
💜 #MehwishHSource                    💜  
💜💜💜💜💜💜💜💜💜💜💜💜💜 https://t.co/3z9v3CM5ku"
173,2021-08-16 13:26:01+00:00,"It's about time someone stood up to those automated front-running bots. #MEV still plagues #eth and  shows no sign of being mitigated. But thanks to @SecretNetwork traders can trade privately without being extorted, and the fees are very low. https://t.co/GaXtVFqaqC"
174,2021-08-15 07:02:00+00:00,"📰 Actualité des cryptomonnaies - 15 août

🚀 #Altseason DeFi
❤️ Fonds d'investissement $BTC et $ETH 
💥 Explosion du crypto-#gaming
🤔 ETF #Bitcoin version #SEC
😱 Attaque #DeFi #PolyNetwork 
💪 #Ethereum vs mineurs #MEV

https://t.co/9GL93QTaTk"
175,2021-08-15 04:28:25+00:00,"Good Morning Love ❤️ 
Look so good, yeah, look so sweet 
Babe , you deserve a treat

P.s I vote 4 @MehwishHayat 
#100Mostbeautifulwomen2021
#TBworld2021
💜💜💜💜💜💜💜💜💜💜💜💜💜
💜 @MehwishHayat                         💜
💜 #MH #Mev #MehwishHayat   💜 
💜 #MehwishHSource https://t.co/2Vod9Amn5G"
176,2021-08-14 13:52:34+00:00,"We're currently the front-runner DEX (pun intended) in protecting users against #MEV 
Stay safe and trade on CowSwap.🤗

(stats from -&gt; https://t.co/MxZiaHS45y) https://t.co/MaJyKCVkqN"
177,2021-08-11 00:20:09+00:00,"In the last 24 hours, $1.4m dollars was exploited from traders on public chains via #MEV. Are you paying attention yet?

Ditch the front runners.

Trade on the premiere privacy first, front running resistant AMM DEX of @SecretNetwork. https://t.co/54VeqSCpVJ"
178,2021-08-10 17:36:18+00:00,Notes on @hasufl and @mevintern ‘s conversation about #MEV and the potential of time bandit attacks on the latest Uncommon Core episode https://t.co/BRT37iMwf3 https://t.co/eF6OUJiGCV
179,2021-08-08 16:24:06+00:00,(1/2)  #Chico_Crypto_ contributor  made an appearance on @cryptomanran Crypto Banter YouTube channel today where they discussed a bunch of topics including what area in the crypto space they have their eyes on. @_alchemistcoin and the #MEV fight came up. $mist #btc #doge #Elon https://t.co/pE5NVgTT09
180,2021-08-07 16:50:48+00:00,Looks like MEV still works #MEV #Ethereum #BlocksAreMessed feeling safe https://t.co/4dHiyBFgC0
181,2021-08-07 12:30:04+00:00,"@ChainLinkGod 5/ DONs and Fair Sequencing Services (FSS)

⛓With FSS, DONs are able to order transactions and reduce #mev
⛓Many ways to achieve FSS using DONs, each with their own strengths and weaknesses
⛓DONs also relay transactions for users, lowering fees for users https://t.co/DbF8P1WbZ9"
182,2021-08-07 11:21:14+00:00,"In the first installment of Blockchain Math for Impatient 
Marcos and me discuss how Threshold Encryption can be used to eliminate #FrontRunning and #MEV https://t.co/WV0r2aarUL"
183,2021-08-06 21:33:27+00:00,(2/2) $mist #mev https://t.co/cFB4zVvlE5
184,2021-08-06 21:31:22+00:00,(1/2) #BCLeaks contributor #ChicoCrypto made an appearance on @cryptomanran Crypto Banter YouTube channel today where they discussed a bunch of topics including what area in the crypto space they have their eyes on. @_alchemistcoin and the #MEV fight came up. $mist https://t.co/GyLlK3DTs4
185,2021-08-06 03:52:00+00:00,"Aprovechen las #PASO. 
Quítenle poder y protagonismo a #MEV. Después se verá... (una cosa es que entre igual, y otra, que entre sin números ni peso político). 
Sino, olvídense del 2023!
#RevientenAVidalEnLasPASO https://t.co/fp19DmqlG6"
186,2021-08-05 16:55:05+00:00,"Escarmiento en las PASO. No le den protagonismo a #MEV o la van a tener otra vez en 2023 y al lado de #CFK.

#RevientenAVidalEnLasPASO https://t.co/4MZf4RJRcN"
187,2021-08-05 09:55:38+00:00,#MEV miner extractable value or maximal extractable value on #Ethereum has been a hot (+ complex!) topic &amp; was discussed during a recent U.S. Senate committee hearing. I tried to unpack the issue &amp; am grateful for the help from @ralexstokes @_jefflau @calebsheridan @GagolAdam!🙏 https://t.co/V0TkD2W4GJ
188,2021-08-05 09:38:58+00:00,"""Aleph Zero's privacy framework seeks to solve the $ETH #MEV issue by using submarine sends and smart contracts to protect the value of transactions so miners are not able to reorder them for profit."" 

📰 https://t.co/SfykBCak8w

😍 We're quoted in @Forkast_News!

#crypto"
189,2021-08-04 22:05:33+00:00,(1/2) Check out a clip from #BCLeaks contributor #ChicoCrypto newest video where he talks about how @EdenNetwork (formerly Archer DAO) is taking on the #MEV battle head on plus their developing ecosystem! Watch the whole video here 👉👉 https://t.co/E9l1gTXiKM $eden $arch https://t.co/PslOnBfFe5
190,2021-08-04 21:39:31+00:00,"Looks like the word is out. 👀

Been supporting ArcherDAO ( $ARCH = $EDEN now) for a long time, very happy to see them get some big exposure 👌

The rebrand/upgrade to @EdenNetwork brings a lot more utility/value to the native token. #MEV #DeFi #Crypto

https://t.co/HJwvdUvaV4"
191,2021-08-04 18:05:18+00:00,"$ETH already tracks DeFi and NFTs.

In 2022 it'll begin tracking #MEV as validators stake ETH to access it.

The potential value of this coin is mind-numbingly large."
192,2021-08-03 13:37:55+00:00,"How do you say Crucible ⚗️ in Spanish, Russian, Chinese, French, Korean, Arabic, Portuguese and more? That global sound of summer is now streaming on https://t.co/rnIZTjkv5j $mist #mistX #crucible #flashbots #MEV #copper art: @djmickluvin https://t.co/k2JgKPr85G"
193,2021-08-03 08:12:36+00:00,"Someone appears to have made 10k self-transfers on mainnet, all 0 fee no-op, to increase their account nonce, to then deploy a contract with the same address as on Kovan a year ago. Imagine the miner #MEV payment, largest bundle ever?

https://t.co/rIS3hWFrlN

#Ethereum https://t.co/Kyh6nXNjQg"
194,2021-08-02 21:41:59+00:00,Check out a clip of #BCLeaks contributor #ChicoCrypto video where he talks about @ethereum #EIP1559 upgrades &amp; @_alchemistcoin who is focused on #MEV &amp; why they are succeeding &amp; getting so many looks! Watch the whole video by clicking the link 👉👉 https://t.co/wfflzWSISo $mist https://t.co/sEjukH1M2u
195,2021-08-02 12:28:02+00:00,"MEV(英：Maximal Extractable Value)とは・・・
イーサリアムのMEVとは元は""Miner Extractable Value""と呼ばれて…
▼https://t.co/PT4dblIwxD

#イーサリアム #DeFi #ビットコイン #仮想通貨 #MEV #ETH"
196,2021-08-02 08:04:38+00:00,"Please meet https://t.co/XlUwBnJZHS! It's a useless machine powered by #MEV running on #xDai. Anyone can switch it on, but they have to deposit a small bounty. Bots will come and turn it off again, claiming the bounty. That's it. Oh, and the machine tweets @UselessMEV 🐣"
197,2021-08-01 22:55:00+00:00,"In the last 30 days, 2.6K $ETH was extorted from unsuspecting traders via #MEV on @ethereum. There are better ways to trade. Skip the extortion in the checkout line. Get in on the Secret to stopping MEV in it's tracks.

https://t.co/ubMKcUEiWn

https://t.co/E68ry5KvvZ"
198,2021-08-01 17:05:50+00:00,"@JuliaMo41729715 @SilviaIbarzabal @juditchenau @mariuvidal @marianoobarrio @edufeiok En el.muro de la memoria faltan los héroes q murieron en manos de montoerpianos, a esos no se les dio subsidios ni placas recordatorias.
Una cuenta pendiente, ahora nos gobiernan esos montoerpianos  y sus hijos, x eso lo de #MEV es vergonzoso."
199,2021-07-31 16:47:20+00:00,"Do you have a working knowledge of #Crypto, #DeFi, #MEV, Smart Contracts and their flaws, interoperability? If so the magnitude of what @MikeToutonghi of $VRSC just posted will probably raise your eyebrows: https://t.co/a8zh7XVkG9"
200,2021-07-31 00:20:31+00:00,We’re entering a weird stage with high priced #nft’s and #mev. Not sure it’s all so lovely as the value makes it out to be.
201,2021-07-30 20:33:25+00:00,#MEV bull signal? 🥸 https://t.co/hKjaei6AnG
202,2021-07-29 22:25:52+00:00,"Chainlink Fair Sequencing Services - available on #Arbitrum - soon™ fixes this

$LINK #FSS #MEV

https://t.co/OTexXxTDym https://t.co/AoiASaYZz4 https://t.co/QLzEKUUoXX"
203,2021-07-29 12:49:58+00:00,"🌐We just published  a report today about #MEV.
Understanding the Full Picture of MEV 
👨‍🌾👩‍🌾The creator：@RalapXStartUp @HarperLi_CN of @HuobiVentures 

More info: https://t.co/rpPg7jUGVi"
204,2021-07-29 11:58:29+00:00,"MEV discussion in the US Senate. Not exactly the words we thought would appear in the same sentence. 

Do you know what #mev is? 😛"
205,2021-07-29 05:30:14+00:00,"Shirley posted a recap of the AMA I had last night with the CryptoDiffer folk. This was the first time anyone asked about POWSPLIT.

https://t.co/sZratr26lm

Also explains how to eliminate #MEV and why generalist smart contract chains can't do it L1."
206,2021-07-28 13:33:00+00:00,"Lock down your privacy. 🔒
@SecretNetwork &amp; SecretSwap are key 🔑 to empowering all of Web3 with programmable privacy, front running resistance, &amp; privacy first trading. The secret to solving the $1bn #MEV problem is only a bridge 🌉 &amp; a swap 🔁 away. 
https://t.co/unfdXW0a4E https://t.co/VNTqpojrjx"
207,2021-07-28 13:15:24+00:00,"@tw_tter @MEVprotection Love cowswap, #MEV is seriously under estimated in MSM, glad coindesk is dedicating more content towards it. Previous article of @pmcgoohanCrypto also gold."
208,2021-07-28 09:15:47+00:00,"Hiring Shadowy Super Coders 🥷 who want to build the new open financial system.

Requirements - moderately shadowy and extra super at coding.

DMs open 👋

#eth #defi #ethcc #solidity #mev https://t.co/3Id3QPC5mb"
209,2021-07-28 04:17:32+00:00,"I don't think I've ever heard @hasufl being so euphoric and excited during his talks, but his chat with @mevintern is worth the listen!!! #MEV ALPHA below:

&gt; Reorgs
&gt; MEV Overview
&gt; Flashbots
&gt; Searchers
&gt; MEV Strategies

and much more. Notes below! https://t.co/rS478R1ECJ"
210,2021-07-27 20:29:04+00:00,"TBH, not sure if I should be encouraged by the fact that things like #MEV are even being discussed in Congress, or disheartened by the overall tone of that hearing. Kudos to @jerrybrito and @coincenter for doing a bang-up job, as always."
211,2021-07-27 13:59:00+00:00,The image that pops in my head whenever I hear companies using oracles to tackle #MEV or liquidity pools for mitigating loss between layers 1 &amp; 2 https://t.co/TahrqEwQdR
212,2021-07-27 01:11:10+00:00,We’re at the stage like spec mining where you might as well wait for the dumps from the profit miners with proper gear (if you can’t beat them to it). #mev + #nft drops https://t.co/9TrKYXuQw9
213,2021-07-26 18:58:06+00:00,"https://t.co/uXbBZxb7xG
#MEV #mistX https://t.co/iSw57tyugP"
214,2021-07-26 08:04:13+00:00,"look, it's evolving. what is? #mev (miner/maximal extractable value) - here, likely to stay - new strategies   being discovered, current protection struggling to catch up. 

but wait, #conveyor actually solves this one: https://t.co/DCDxVjOsXP https://t.co/OE5BDDg6Js"
215,2021-07-25 15:43:45+00:00,"If you want to build a bot to be rewarded for helping to distribute xWILD staking fee, we've put together a starting point:

https://t.co/Tbndgaz3Eu

#mev #flashbots @bertcmiller"
216,2021-07-25 01:39:26+00:00,"Pensé q.luego de tavta lucha las cosas serían distintas,.me equivoqué. Sigo sin entender. Ju tos me responden.. juntos? Como estuvo #MEV durante casi dos años escondida? Somos grandes. Me da bronca está manipulación. 
."
217,2021-07-24 21:55:02+00:00,"@GArentoft @lemiscate @EthCC @ashleighschap great talk. PayPal - yep. Great guys. 

Robinhood - cool use case there. Need to think about KYC, Liquidity yep - and also #MEV."
218,2021-07-24 03:59:51+00:00,"No sabía q las palomas tenían ""delirio de grandeza""...
 Sus egos son tan grandes q no los dejan ver el tortazo q se van a comer.. #MEV y #HRL.."
219,2021-07-22 11:56:15+00:00,"Crypto-jargon, just like crypto, doesn't sleep🤔

On $UMB's #RoadToMainnet, today, we're breaking down #MEV for you😎

Read 👉 https://t.co/7OFcc6ZqW3

Let us know in the comments whether you think #EIP1559 will solve the MEV question or will it find mass acceptance? https://t.co/1fDbIyeScy"
220,2021-07-22 09:33:57+00:00,"🔔 Reminder 🔔

This evening at 4:00 PM CEST @fleupold_ Software Engineering Lead at @MEVprotection will present on the main stage on “How to fight #MEV crisis with Batch Auctions one COW at a time"" https://t.co/bM4zqlT9qJ"
221,2021-07-22 08:12:53+00:00,"Do not miss @AnotherJannik's talk about #MEV mitigation via @project_shutter starting in 1h at 11AM, room Pointoise, top floor at @EthCC! https://t.co/LYsiG43vi9"
222,2021-07-21 15:57:53+00:00,"@mauriciomacri Qué rápido se enteraron jajajajajajajajaja
ajajajajajajajajajaj

Basta de Lilitos y comemierdxs

Saludos a #MEV y a #HRL 
Aprovecho para decirles chau, chau, chau."
223,2021-07-21 13:25:56+00:00,#MEV #Ethereum #CryptoNews  YCabal soon  https://t.co/oLiUHMEVMR
224,2021-07-21 09:52:55+00:00,I'm high lvl only but this ties the #MEV concepts together so nicely! https://t.co/ctX7nAGFX7
